Country,CustomerName,DealCategory,Order Year,Products,SalesCategory,OrderDate,Sales (bin),Ordernumber,Sales,Addressline1,Addressline2,City,Contactfirstname,Contactlastname,Customer,CustomerGroup,CustomerName (copy),Date,DealSize,Month,Month ,Msrp,Order Quarter,Orderlinenumber,OrderQuantity,Phone,Postalcode,Productcode,Quarter,Quarter (Sheet11),State,Status,Territory,UnitPrice,Year,Year (Sheet11),ZeroIfNull-OrderQuantity
France,Reims Collectables,Medium,2004,Classic Cars,Classic Cars,12/15/2004,$0.00M,10359,$0.00M,59 rue de l'Abbaye,,Reims,Paul,Henriot,Reims Collectables,1,Reims Collectables,12/15/2004,Medium,December,12,207,Q4,8,42,26.47.1555,51100,S12_1108,4,Q4,,Shipped,EMEA,100,2004,2004,42
US,Mini Gifts Distributors Ltd.,Medium,2005,Classic Cars,Classic Cars,1/23/2005,$0.00M,10371,$0.00M,5677 Strong St.,,San Rafael,Valarie,Nelson,Mini Gifts Distributors Ltd.,1,Mini Gifts Distributors Ltd.,1/23/2005,Medium,January,1,207,Q1,6,32,4155551450,97562,S12_1108,1,Q1,CA,Shipped,NA,100,2005,2005,32
US,Mini Gifts Distributors Ltd.,Medium,2005,Classic Cars,Classic Cars,2/17/2005,$0.00M,10382,$0.00M,5677 Strong St.,,San Rafael,Valarie,Nelson,Mini Gifts Distributors Ltd.,1,Mini Gifts Distributors Ltd.,2/17/2005,Medium,February,2,207,Q1,10,34,4155551450,97562,S12_1108,1,Q1,CA,Shipped,NA,100,2005,2005,34
France,Lyon Souveniers,Small,2005,Classic Cars,Classic Cars,3/17/2005,$0.00M,10395,$0.00M,27 rue du Colonel Pierre Avia,,Paris,Daniel,Da Cunha,Lyon Souveniers,1,Lyon Souveniers,3/17/2005,Small,March,3,207,Q1,1,33,+33 1 46 62 7555,75508,S12_1108,1,Q1,,Shipped,EMEA,69.12,2005,2005,33
US,Gift Depot Inc.,Large,2005,Classic Cars,Classic Cars,5/5/2005,$0.01M,10413,$0.01M,25593 South Bay Ln.,,Bridgewater,Julie,King,Gift Depot Inc.,1,Gift Depot Inc.,5/5/2005,Large,May,5,207,Q2,2,36,2035552570,97562,S12_1108,2,Q2,CT,Shipped,NA,100,2005,2005,36
Norway,Baane Mini Imports,Medium,2003,Trucks&Buses,Trucks&Buses,1/29/2003,$0.00M,10103,$0.00M,Erling Skakkes gate 78,,Stavern,Jonas,Bergulfsen,Baane Mini Imports,1,Baane Mini Imports,1/29/2003,Medium,January,1,136,Q1,8,27,07-98 9555,4110,S12_1666,1,Q1,,Shipped,EMEA,100,2003,2003,27
US,Mini Gifts Distributors Ltd.,Medium,2003,Trucks&Buses,Trucks&Buses,3/26/2003,$0.00M,10113,$0.00M,5677 Strong St.,,San Rafael,Valarie,Nelson,Mini Gifts Distributors Ltd.,1,Mini Gifts Distributors Ltd.,3/26/2003,Medium,March,3,136,Q1,2,21,4155551450,97562,S12_1666,1,Q1,CA,Shipped,NA,100,2003,2003,21
Spain,"Corrida Auto Replicas, Ltd",Small,2003,Trucks&Buses,Trucks&Buses,5/28/2003,$0.00M,10126,$0.00M,"C/ Araquil, 67",,Madrid,Mart¡n,Sommer,"Corrida Auto Replicas, Ltd",1,"Corrida Auto Replicas, Ltd",5/28/2003,Small,May,5,136,Q2,8,21,(91) 555 22 82,28023,S12_1666,2,Q2,,Shipped,EMEA,100,2003,2003,21
US,Technics Stores Inc.,Medium,2003,Trucks&Buses,Trucks&Buses,7/24/2003,$0.00M,10140,$0.00M,9408 Furth Circle,,Burlingame,Juri,Hirano,Technics Stores Inc.,1,Technics Stores Inc.,7/24/2003,Medium,July,7,136,Q3,8,38,6505556809,94217,S12_1666,3,Q3,CA,Shipped,NA,100,2003,2003,38
Singapore,"Dragon Souveniers, Ltd.",Medium,2003,Trucks&Buses,Trucks&Buses,9/19/2003,$0.00M,10150,$0.00M,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,Singapore,Eric,Natividad,"Dragon Souveniers, Ltd.",1,"Dragon Souveniers, Ltd.",9/19/2003,Medium,September,9,136,Q3,5,30,+65 221 7555,79903,S12_1666,3,Q3,,Shipped,Japan,100,2003,2003,30
Austria,Mini Auto Werke,Medium,2003,Trucks&Buses,Trucks&Buses,10/21/2003,$0.01M,10164,$0.01M,Kirchgasse 6,,Graz,Roland,Mendel,Mini Auto Werke,1,Mini Auto Werke,10/21/2003,Medium,October,10,136,Q4,6,49,7675-3555,8010,S12_1666,4,Q4,,Resolved,EMEA,100,2003,2003,49
Australia,"Australian Gift Network, Co",Medium,2003,Trucks&Buses,Trucks&Buses,11/6/2003,$0.01M,10174,$0.01M,31 Duncan St. West End,,South Brisbane,Tony,Calaghan,"Australian Gift Network, Co",1,"Australian Gift Network, Co",11/6/2003,Medium,November,11,136,Q4,1,43,61-7-3844-6555,4101,S12_1666,4,Q4,Queensland,Shipped,APAC,100,2003,2003,43
US,"Classic Gift Ideas, Inc",Medium,2003,Trucks&Buses,Trucks&Buses,11/13/2003,$0.01M,10183,$0.01M,782 First Street,,Philadelphia,Francisca,Cervantes,"Classic Gift Ideas, Inc",1,"Classic Gift Ideas, Inc",11/13/2003,Medium,November,11,136,Q4,5,41,2155554695,71270,S12_1666,4,Q4,PA,Shipped,NA,100,2003,2003,41
France,"Saveley & Henriot, Co.",Medium,2003,Trucks&Buses,Trucks&Buses,11/25/2003,$0.00M,10194,$0.00M,"2, rue du Commerce",,Lyon,Mary,Saveley,"Saveley & Henriot, Co.",1,"Saveley & Henriot, Co.",11/25/2003,Medium,November,11,136,Q4,8,38,78.32.5555,69004,S12_1666,4,Q4,,Shipped,EMEA,100,2003,2003,38
Canada,Canadian Gift Exchange Network,Medium,2003,Trucks&Buses,Trucks&Buses,12/5/2003,$0.00M,10206,$0.00M,1900 Oak St.,,Vancouver,Yoshi,Tannamuri,Canadian Gift Exchange Network,1,Canadian Gift Exchange Network,12/5/2003,Medium,December,12,136,Q4,3,28,(604) 555-3392,V3F 2K1,S12_1666,4,Q4,BC,Shipped,NA,100,2003,2003,28
France,Auto Assoc. & Cie.,Medium,2004,Trucks&Buses,Trucks&Buses,2/2/2004,$0.01M,10216,$0.01M,"67, avenue de l'Europe",,Versailles,Daniel,Tonini,Auto Assoc. & Cie.,1,Auto Assoc. & Cie.,2/2/2004,Medium,February,2,136,Q1,1,43,30.59.8555,78000,S12_1666,1,Q1,,Shipped,EMEA,100,2004,2004,43
US,Mini Gifts Distributors Ltd.,Medium,2004,Trucks&Buses,Trucks&Buses,3/11/2004,$0.00M,10229,$0.00M,5677 Strong St.,,San Rafael,Valarie,Nelson,Mini Gifts Distributors Ltd.,1,Mini Gifts Distributors Ltd.,3/11/2004,Medium,March,3,136,Q1,13,25,4155551450,97562,S12_1666,1,Q1,CA,Shipped,NA,100,2004,2004,25
US,Super Scale Inc.,Medium,2004,Trucks&Buses,Trucks&Buses,5/4/2004,$0.01M,10245,$0.01M,567 North Pendale Street,,New Haven,Leslie,Murphy,Super Scale Inc.,1,Super Scale Inc.,5/4/2004,Medium,May,5,136,Q2,6,38,2035559545,97823,S12_1666,2,Q2,CT,Shipped,NA,100,2004,2004,38
Japan,"Tokyo Collectables, Ltd",Medium,2004,Trucks&Buses,Trucks&Buses,6/15/2004,$0.01M,10258,$0.01M,2-2-8 Roppongi,,Minato-ku,Akiko,Shimamura,"Tokyo Collectables, Ltd",1,"Tokyo Collectables, Ltd",6/15/2004,Medium,June,6,136,Q2,3,41,+81 3 3584 0555,106-0032,S12_1666,2,Q2,Tokyo,Shipped,Japan,100,2004,2004,41
Australia,Souveniers And Things Co.,Medium,2004,Trucks&Buses,Trucks&Buses,7/19/2004,$0.00M,10270,$0.00M,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,Adrian,Huxley,Souveniers And Things Co.,1,Souveniers And Things Co.,7/19/2004,Medium,July,7,136,Q3,6,28,+61 2 9495 8555,2067,S12_1666,3,Q3,NSW,Shipped,APAC,100,2004,2004,28
US,Diecast Classics Inc.,Small,2004,Trucks&Buses,Trucks&Buses,8/19/2004,$0.00M,10281,$0.00M,7586 Pompton St.,,Allentown,Kyung,Yu,Diecast Classics Inc.,1,Diecast Classics Inc.,8/19/2004,Small,August,8,136,Q3,13,25,2155551555,70267,S12_1666,3,Q3,PA,Shipped,NA,100,2004,2004,25
Sweden,Scandinavian Gift Ideas,Medium,2004,Trucks&Buses,Trucks&Buses,9/8/2004,$0.01M,10291,$0.01M,?kergatan 24,,Boras,Maria,Larsson,Scandinavian Gift Ideas,1,Scandinavian Gift Ideas,9/8/2004,Medium,September,9,136,Q3,8,41,0695-34 6555,S-844 67,S12_1666,3,Q3,,Shipped,EMEA,100,2004,2004,41
France,Auto Assoc. & Cie.,Medium,2004,Trucks&Buses,Trucks&Buses,10/11/2004,$0.01M,10304,$0.01M,"67, avenue de l'Europe",,Versailles,Daniel,Tonini,Auto Assoc. & Cie.,1,Auto Assoc. & Cie.,10/11/2004,Medium,October,10,136,Q4,3,39,30.59.8555,78000,S12_1666,4,Q4,,Shipped,EMEA,100,2004,2004,39
Canada,Canadian Gift Exchange Network,Small,2004,Trucks&Buses,Trucks&Buses,10/22/2004,$0.00M,10313,$0.00M,1900 Oak St.,,Vancouver,Yoshi,Tannamuri,Canadian Gift Exchange Network,1,Canadian Gift Exchange Network,10/22/2004,Small,October,10,136,Q4,11,21,(604) 555-3392,V3F 2K1,S12_1666,4,Q4,BC,Shipped,NA,100,2004,2004,21
US,Online Diecast Creations Co.,Medium,2004,Trucks&Buses,Trucks&Buses,11/4/2004,$0.00M,10322,$0.00M,2304 Long Airport Avenue,,Nashua,Valarie,Young,Online Diecast Creations Co.,1,Online Diecast Creations Co.,11/4/2004,Medium,November,11,136,Q4,9,27,6035558647,62005,S12_1666,4,Q4,NH,Shipped,NA,100,2004,2004,27
US,Mini Wheels Co.,Medium,2004,Trucks&Buses,Trucks&Buses,11/18/2004,$0.00M,10333,$0.00M,5557 North Pendale Street,,San Francisco,Julie,Murphy,Mini Wheels Co.,1,Mini Wheels Co.,11/18/2004,Medium,November,11,136,Q4,6,33,6505555787,,S12_1666,4,Q4,CA,Shipped,NA,99.21,2004,2004,33
Australia,"Australian Collectors, Co.",Medium,2004,Trucks&Buses,Trucks&Buses,11/29/2004,$0.00M,10347,$0.00M,636 St Kilda Road,Level 3,Melbourne,Peter,Ferguson,"Australian Collectors, Co.",1,"Australian Collectors, Co.",11/29/2004,Medium,November,11,136,Q4,3,29,03 9520 4555,3004,S12_1666,4,Q4,Victoria,Shipped,APAC,100,2004,2004,29
US,Mini Gifts Distributors Ltd.,Medium,2004,Trucks&Buses,Trucks&Buses,12/10/2004,$0.01M,10357,$0.01M,5677 Strong St.,,San Rafael,Valarie,Nelson,Mini Gifts Distributors Ltd.,1,Mini Gifts Distributors Ltd.,12/10/2004,Medium,December,12,136,Q4,8,49,4155551450,97562,S12_1666,4,Q4,CA,Shipped,NA,100,2004,2004,49
Australia,"Anna's Decorations, Ltd",Large,2005,Trucks&Buses,Trucks&Buses,1/20/2005,$0.01M,10370,$0.01M,201 Miller Street,Level 15,North Sydney,Anna,O'Hara,"Anna's Decorations, Ltd",1,"Anna's Decorations, Ltd",1/20/2005,Large,January,1,136,Q1,8,49,02 9936 8555,2060,S12_1666,1,Q1,NSW,Shipped,APAC,100,2005,2005,49
US,Corporate Gift Ideas Co.,Small,2005,Trucks&Buses,Trucks&Buses,2/17/2005,$0.00M,10381,$0.00M,7734 Strong St.,,San Francisco,Julie,Brown,Corporate Gift Ideas Co.,1,Corporate Gift Ideas Co.,2/17/2005,Small,February,2,136,Q1,1,20,6505551386,,S12_1666,1,Q1,CA,Shipped,NA,100,2005,2005,20
Australia,"Anna's Decorations, Ltd",Small,2005,Trucks&Buses,Trucks&Buses,3/9/2005,$0.00M,10391,$0.00M,201 Miller Street,Level 15,North Sydney,Anna,O'Hara,"Anna's Decorations, Ltd",1,"Anna's Decorations, Ltd",3/9/2005,Small,March,3,136,Q1,9,39,02 9936 8555,2060,S12_1666,1,Q1,NSW,Shipped,APAC,63.2,2005,2005,39
Canada,Quebec Home Shopping Network,Medium,2005,Trucks&Buses,Trucks&Buses,5/1/2005,$0.01M,10411,$0.01M,43 rue St. Laurent,,Montreal,Jean,Fresnisre,Quebec Home Shopping Network,1,Quebec Home Shopping Network,5/1/2005,Medium,May,5,136,Q2,6,40,(514) 555-8054,H1J 1C3,S12_1666,2,Q2,Quebec,Shipped,NA,100,2005,2005,40
Spain,Euro Shopping Channel,Large,2005,Trucks&Buses,Trucks&Buses,5/31/2005,$0.01M,10424,$0.01M,"C/ Moralzarzal, 86",,Madrid,Diego,Freyre,Euro Shopping Channel,1,Euro Shopping Channel,5/31/2005,Large,May,5,136,Q2,3,49,(91) 555 94 44,28034,S12_1666,2,Q2,,In Process,EMEA,100,2005,2005,49
US,Land of Toys Inc.,Medium,2003,Motorcycles,Motorcycles,2/24/2003,$0.00M,10107,$0.00M,897 Long Airport Avenue,,NYC,Kwai,Yu,Land of Toys Inc.,1,Land of Toys Inc.,2/24/2003,Medium,February,2,150,Q1,1,21,2125557818,10022,S12_2823,1,Q1,NY,Shipped,NA,100,2003,2003,21
France,Reims Collectables,Large,2003,Motorcycles,Motorcycles,5/7/2003,$0.01M,10121,$0.01M,59 rue de l'Abbaye,,Reims,Paul,Henriot,Reims Collectables,1,Reims Collectables,5/7/2003,Large,May,5,150,Q2,4,50,26.47.1555,51100,S12_2823,2,Q2,,Shipped,EMEA,100,2003,2003,50
France,Lyon Souveniers,Small,2003,Motorcycles,Motorcycles,7/1/2003,$0.00M,10134,$0.00M,27 rue du Colonel Pierre Avia,,Paris,Daniel,Da Cunha,Lyon Souveniers,1,Lyon Souveniers,7/1/2003,Small,July,7,150,Q3,1,20,+33 1 46 62 7555,75508,S12_2823,3,Q3,,Shipped,EMEA,100,2003,2003,20
US,Toys4GrownUps.com,Large,2003,Motorcycles,Motorcycles,8/25/2003,$0.01M,10145,$0.01M,78934 Hillside Dr.,,Pasadena,Julie,Young,Toys4GrownUps.com,1,Toys4GrownUps.com,8/25/2003,Large,August,8,150,Q3,5,49,6265557265,90003,S12_2823,3,Q3,CA,Shipped,NA,100,2003,2003,49
US,Corporate Gift Ideas Co.,Medium,2003,Motorcycles,Motorcycles,10/10/2003,$0.01M,10159,$0.01M,7734 Strong St.,,San Francisco,Julie,Brown,Corporate Gift Ideas Co.,1,Corporate Gift Ideas Co.,10/10/2003,Medium,October,10,150,Q4,13,38,6505551386,,S12_2823,4,Q4,CA,Shipped,NA,100,2003,2003,38
Australia,"Anna's Decorations, Ltd",Medium,2003,Motorcycles,Motorcycles,11/4/2003,$0.00M,10169,$0.00M,201 Miller Street,Level 15,North Sydney,Anna,O'Hara,"Anna's Decorations, Ltd",1,"Anna's Decorations, Ltd",11/4/2003,Medium,November,11,150,Q4,13,35,02 9936 8555,2060,S12_2823,4,Q4,NSW,Shipped,APAC,100,2003,2003,35
France,Daedalus Designs Imports,Medium,2003,Motorcycles,Motorcycles,11/11/2003,$0.01M,10180,$0.01M,"184, chausse de Tournai",,Lille,Martine,Rance,Daedalus Designs Imports,1,Daedalus Designs Imports,11/11/2003,Medium,November,11,150,Q4,8,40,20.16.1555,59000,S12_2823,4,Q4,,Shipped,EMEA,100,2003,2003,40
US,Toys4GrownUps.com,Medium,2003,Motorcycles,Motorcycles,11/18/2003,$0.00M,10189,$0.00M,78934 Hillside Dr.,,Pasadena,Julie,Young,Toys4GrownUps.com,1,Toys4GrownUps.com,11/18/2003,Medium,November,11,150,Q4,1,28,6265557265,90003,S12_2823,4,Q4,CA,Shipped,NA,100,2003,2003,28
US,Mini Wheels Co.,Medium,2003,Motorcycles,Motorcycles,12/1/2003,$0.00M,10201,$0.00M,5557 North Pendale Street,,San Francisco,Julie,Murphy,Mini Wheels Co.,1,Mini Wheels Co.,12/1/2003,Medium,December,12,150,Q4,1,25,6505555787,,S12_2823,4,Q4,CA,Shipped,NA,100,2003,2003,25
France,Auto Canal Petit,Medium,2004,Motorcycles,Motorcycles,1/15/2004,$0.00M,10211,$0.00M,"25, rue Lauriston",,Paris,Dominique,Perrier,Auto Canal Petit,1,Auto Canal Petit,1/15/2004,Medium,January,1,150,Q1,13,36,(1) 47.55.6555,75016,S12_2823,1,Q1,,Shipped,EMEA,100,2004,2004,36
France,Daedalus Designs Imports,Medium,2004,Motorcycles,Motorcycles,2/21/2004,$0.01M,10224,$0.01M,"184, chausse de Tournai",,Lille,Martine,Rance,Daedalus Designs Imports,1,Daedalus Designs Imports,2/21/2004,Medium,February,2,150,Q1,6,43,20.16.1555,59000,S12_2823,1,Q1,,Shipped,EMEA,100,2004,2004,43
US,Vitachrome Inc.,Medium,2004,Motorcycles,Motorcycles,4/5/2004,$0.00M,10237,$0.00M,2678 Kingston Rd.,Suite 101,NYC,Michael,Frick,Vitachrome Inc.,1,Vitachrome Inc.,4/5/2004,Medium,April,4,150,Q2,6,32,2125551500,10022,S12_2823,2,Q2,NY,Shipped,NA,100,2004,2004,32
US,Tekni Collectables Inc.,Large,2004,Motorcycles,Motorcycles,5/18/2004,$0.01M,10251,$0.01M,7476 Moss Rd.,,Newark,William,Brown,Tekni Collectables Inc.,1,Tekni Collectables Inc.,5/18/2004,Large,May,5,150,Q2,1,46,2015559350,94019,S12_2823,2,Q2,NJ,Shipped,NA,100,2004,2004,46
US,Gift Depot Inc.,Medium,2004,Motorcycles,Motorcycles,6/28/2004,$0.01M,10263,$0.01M,25593 South Bay Ln.,,Bridgewater,Julie,King,Gift Depot Inc.,1,Gift Depot Inc.,6/28/2004,Medium,June,6,150,Q2,1,48,2035552570,97562,S12_2823,2,Q2,CT,Shipped,NA,100,2004,2004,48
US,Online Mini Collectables,Medium,2004,Motorcycles,Motorcycles,8/2/2004,$0.01M,10276,$0.01M,7635 Spinnaker Dr.,,Brickhaven,Miguel,Barajas,Online Mini Collectables,1,Online Mini Collectables,8/2/2004,Medium,August,8,150,Q3,14,43,6175557555,58339,S12_2823,3,Q3,MA,Shipped,NA,100,2004,2004,43
US,Marta's Replicas Co.,Medium,2004,Motorcycles,Motorcycles,8/27/2004,$0.01M,10285,$0.01M,39323 Spinnaker Dr.,,Cambridge,Marta,Hernandez,Marta's Replicas Co.,1,Marta's Replicas Co.,8/27/2004,Medium,August,8,150,Q3,5,49,6175558555,51247,S12_2823,3,Q3,MA,Shipped,NA,100,2004,2004,49
Finland,"Toys of Finland, Co.",Medium,2004,Motorcycles,Motorcycles,9/30/2004,$0.00M,10299,$0.00M,Keskuskatu 45,,Helsinki,Matti,Karttunen,"Toys of Finland, Co.",1,"Toys of Finland, Co.",9/30/2004,Medium,September,9,150,Q3,8,24,90-224 8555,21240,S12_2823,3,Q3,,Shipped,EMEA,100,2004,2004,24
Norway,Baane Mini Imports,Medium,2004,Motorcycles,Motorcycles,10/15/2004,$0.00M,10309,$0.00M,Erling Skakkes gate 78,,Stavern,Jonas,Bergulfsen,Baane Mini Imports,1,Baane Mini Imports,10/15/2004,Medium,October,10,150,Q4,4,26,07-98 9555,4110,S12_2823,4,Q4,,Shipped,EMEA,100,2004,2004,26
US,Microscale Inc.,Medium,2004,Motorcycles,Motorcycles,11/3/2004,$0.00M,10319,$0.00M,5290 North Pendale Street,Suite 200,NYC,Kee,Kuo,Microscale Inc.,1,Microscale Inc.,11/3/2004,Medium,November,11,150,Q4,9,30,2125551957,10022,S12_2823,4,Q4,NY,Shipped,NA,100,2004,2004,30
US,Land of Toys Inc.,Medium,2004,Motorcycles,Motorcycles,11/15/2004,$0.00M,10329,$0.00M,897 Long Airport Avenue,,NYC,Kwai,Yu,Land of Toys Inc.,1,Land of Toys Inc.,11/15/2004,Medium,November,11,150,Q4,6,24,2125557818,10022,S12_2823,4,Q4,NY,Shipped,NA,100,2004,2004,24
Austria,Salzburg Collectables,Large,2004,Motorcycles,Motorcycles,11/24/2004,$0.01M,10341,$0.01M,Geislweg 14,,Salzburg,Georg,Pipps,Salzburg Collectables,1,Salzburg Collectables,11/24/2004,Large,November,11,150,Q4,8,55,6562-9555,5020,S12_2823,4,Q4,,Shipped,EMEA,100,2004,2004,55
US,Technics Stores Inc.,Medium,2005,Motorcycles,Motorcycles,1/5/2005,$0.00M,10362,$0.00M,9408 Furth Circle,,Burlingame,Juri,Hirano,Technics Stores Inc.,1,Technics Stores Inc.,1/5/2005,Medium,January,1,150,Q1,1,22,6505556809,94217,S12_2823,1,Q1,CA,Shipped,NA,100,2005,2005,22
France,La Rochelle Gifts,Medium,2005,Motorcycles,Motorcycles,2/3/2005,$0.00M,10375,$0.00M,"67, rue des Cinquante Otages",,Nantes,Janine,Labrune,La Rochelle Gifts,1,La Rochelle Gifts,2/3/2005,Medium,February,2,150,Q1,13,49,40.67.8555,44000,S12_2823,1,Q1,,Shipped,EMEA,78.92,2005,2005,49
US,FunGiftIdeas.com,Medium,2005,Motorcycles,Motorcycles,3/3/2005,$0.01M,10388,$0.01M,1785 First Street,,New Bedford,Violeta,Benitez,FunGiftIdeas.com,1,FunGiftIdeas.com,3/3/2005,Medium,March,3,150,Q1,6,44,5085552555,50553,S12_2823,1,Q1,MA,Shipped,NA,100,2005,2005,44
UK,"UK Collectables, Ltd.",Large,2005,Motorcycles,Motorcycles,4/8/2005,$0.01M,10403,$0.01M,Berkeley Gardens 12  Brewery,,Liverpool,Elizabeth,Devon,"UK Collectables, Ltd.",1,"UK Collectables, Ltd.",4/8/2005,Large,April,4,150,Q2,6,66,(171) 555-2282,WX1 6LT,S12_2823,2,Q2,,Shipped,EMEA,100,2005,2005,66
Spain,Euro Shopping Channel,Medium,2005,Motorcycles,Motorcycles,5/13/2005,$0.00M,10417,$0.00M,"C/ Moralzarzal, 86",,Madrid,Diego,Freyre,Euro Shopping Channel,1,Euro Shopping Channel,5/13/2005,Medium,May,5,150,Q2,1,21,(91) 555 94 44,28034,S12_2823,2,Q2,,Disputed,EMEA,100,2005,2005,21
Spain,Euro Shopping Channel,Medium,2003,Classic Cars,Classic Cars,1/31/2003,$0.01M,10104,$0.01M,"C/ Moralzarzal, 86",,Madrid,Diego,Freyre,Euro Shopping Channel,1,Euro Shopping Channel,1/31/2003,Medium,January,1,151,Q1,1,34,(91) 555 94 44,28034,S12_3148,1,Q1,,Shipped,EMEA,100,2003,2003,34
Singapore,"Dragon Souveniers, Ltd.",Medium,2003,Classic Cars,Classic Cars,4/16/2003,$0.01M,10117,$0.01M,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,Singapore,Eric,Natividad,"Dragon Souveniers, Ltd.",1,"Dragon Souveniers, Ltd.",4/16/2003,Medium,April,4,151,Q2,10,43,+65 221 7555,79903,S12_3148,2,Q2,,Shipped,Japan,100,2003,2003,43
US,Muscle Machine Inc,Large,2003,Classic Cars,Classic Cars,6/3/2003,$0.01M,10127,$0.01M,4092 Furth Circle,Suite 400,NYC,Jeff,Young,Muscle Machine Inc,1,Muscle Machine Inc,6/3/2003,Large,June,6,151,Q2,3,46,2125557413,10022,S12_3148,2,Q2,NY,Shipped,NA,100,2003,2003,46
US,Mini Gifts Distributors Ltd.,Medium,2003,Classic Cars,Classic Cars,8/8/2003,$0.00M,10142,$0.00M,5677 Strong St.,,San Rafael,Valarie,Nelson,Mini Gifts Distributors Ltd.,1,Mini Gifts Distributors Ltd.,8/8/2003,Medium,August,8,151,Q3,13,33,4155551450,97562,S12_3148,3,Q3,CA,Shipped,NA,100,2003,2003,33
Spain,Euro Shopping Channel,Medium,2003,Classic Cars,Classic Cars,9/28/2003,$0.01M,10153,$0.01M,"C/ Moralzarzal, 86",,Madrid,Diego,Freyre,Euro Shopping Channel,1,Euro Shopping Channel,9/28/2003,Medium,September,9,151,Q3,12,42,(91) 555 94 44,28034,S12_3148,3,Q3,,Shipped,EMEA,100,2003,2003,42
Singapore,"Dragon Souveniers, Ltd.",Medium,2003,Classic Cars,Classic Cars,10/22/2003,$0.00M,10165,$0.00M,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,Singapore,Eric,Natividad,"Dragon Souveniers, Ltd.",1,"Dragon Souveniers, Ltd.",10/22/2003,Medium,October,10,151,Q4,4,34,+65 221 7555,79903,S12_3148,4,Q4,,Shipped,Japan,100,2003,2003,34
Italy,L'ordine Souveniers,Large,2003,Classic Cars,Classic Cars,11/6/2003,$0.01M,10176,$0.01M,Strada Provinciale 124,,Reggio Emilia,Maurizio,Moroni,L'ordine Souveniers,1,L'ordine Souveniers,11/6/2003,Large,November,11,151,Q4,3,47,0522-556555,42100,S12_3148,4,Q4,,Shipped,EMEA,100,2003,2003,47
US,Mini Creations Ltd.,Medium,2003,Classic Cars,Classic Cars,11/14/2003,$0.00M,10185,$0.00M,4575 Hillside Dr.,,New Bedford,Wing C,Tam,Mini Creations Ltd.,1,Mini Creations Ltd.,11/14/2003,Medium,November,11,151,Q4,14,33,5085559555,50553,S12_3148,4,Q4,MA,Shipped,NA,100,2003,2003,33
US,Super Scale Inc.,Medium,2003,Classic Cars,Classic Cars,11/26/2003,$0.00M,10196,$0.00M,567 North Pendale Street,,New Haven,Leslie,Murphy,Super Scale Inc.,1,Super Scale Inc.,11/26/2003,Medium,November,11,151,Q4,6,24,2035559545,97823,S12_3148,4,Q4,CT,Shipped,NA,100,2003,2003,24
France,"Saveley & Henriot, Co.",Medium,2004,Classic Cars,Classic Cars,1/2/2004,$0.00M,10208,$0.00M,"2, rue du Commerce",,Lyon,Mary,Saveley,"Saveley & Henriot, Co.",1,"Saveley & Henriot, Co.",1/2/2004,Medium,January,1,151,Q1,14,26,78.32.5555,69004,S12_3148,1,Q1,,Shipped,EMEA,100,2004,2004,26
Ireland,"Clover Collections, Co.",Medium,2004,Classic Cars,Classic Cars,2/12/2004,$0.00M,10220,$0.00M,25 Maiden Lane,Floor No. 4,Dublin,Dean,Cassidy,"Clover Collections, Co.",1,"Clover Collections, Co.",2/12/2004,Medium,February,2,151,Q1,3,30,+353 1862 1555,2,S12_3148,1,Q1,,Shipped,EMEA,100,2004,2004,30
Germany,"Blauer See Auto, Co.",Large,2004,Classic Cars,Classic Cars,3/15/2004,$0.01M,10230,$0.01M,Lyonerstr. 34,,Frankfurt,Roland,Keitel,"Blauer See Auto, Co.",1,"Blauer See Auto, Co.",3/15/2004,Large,March,3,151,Q1,1,43,+49 69 66 90 2555,60528,S12_3148,1,Q1,,Shipped,EMEA,100,2004,2004,43
Finland,Suominen Souveniers,Medium,2004,Classic Cars,Classic Cars,5/5/2004,$0.00M,10247,$0.00M,"Software Engineering Center, SEC Oy",,Espoo,Kalle,Suominen,Suominen Souveniers,1,Suominen Souveniers,5/5/2004,Medium,May,5,151,Q2,3,25,+358 9 8045 555,FIN-02271,S12_3148,2,Q2,,Shipped,EMEA,100,2004,2004,25
US,Diecast Classics Inc.,Medium,2004,Classic Cars,Classic Cars,7/20/2004,$0.00M,10272,$0.00M,7586 Pompton St.,,Allentown,Kyung,Yu,Diecast Classics Inc.,1,Diecast Classics Inc.,7/20/2004,Medium,July,7,151,Q3,3,27,2155551555,70267,S12_3148,3,Q3,PA,Shipped,NA,100,2004,2004,27
US,Mini Gifts Distributors Ltd.,Medium,2004,Classic Cars,Classic Cars,8/20/2004,$0.00M,10282,$0.00M,5677 Strong St.,,San Rafael,Valarie,Nelson,Mini Gifts Distributors Ltd.,1,Mini Gifts Distributors Ltd.,8/20/2004,Medium,August,8,151,Q3,6,27,4155551450,97562,S12_3148,3,Q3,CA,Shipped,NA,100,2004,2004,27
