Country,CustomerName,DealCategory,Order Year,Products,SalesCategory,OrderDate,Sales (bin),Ordernumber, Sales ,Addressline1,Addressline2,City,Contactfirstname,Contactlastname,Customer,CustomerGroup,CustomerName (copy),Date,DealSize,Month,Month ,Msrp,Order Quarter,Orderlinenumber,OrderQuantity,Phone,Postalcode,Productcode,Quarter,Quarter (Sheet11),State,Status,Territory,UnitPrice,Year,Year (Sheet11),ZeroIfNull-OrderQuantity
US,Lowes,Medium,2019,Room dividers,Room dividers,24-12-2020,$0.01M,10396," 3,300 ",5677 Strong St.,,San Rafael,Valarie,Nelson,Lowes,1,Lowes,24-12-2020,Medium,December,12,173,Q4,3,33,4155551450,97562,S12_3891,4,Q4,California,Shipped,NA,100,2019,2019,33
US,Lowes,Medium,2019,Wardrobes,Wardrobes,05-01-2020,$0.00M,10413," 2,200 ",25593 South Bay Ln.,,Bridgewater,Julie,King,Lowes,1,Lowes,05-01-2020,Medium,January,1,173,Q1,1,22,2035552570,97562,S12_3891,1,Q1,Pennsylvania,Shipped,NA,100,2019,2019,22
US,IKEA,Medium,2020,Chairs,Chairs,05-07-2021,$0.00M,10108," 3,486 ",15 McCallum Street - NatWest Center #13-03,,Makati City,Arnold,Cruz,IKEA,1,IKEA,05-07-2021,Medium,July,7,79,Q3,7,39,+63 2 555 3587,1227 MM,S12_3990,3,Q3,New Jersey,Shipped,Japan,89.38,2020,2020,39
US,Lowes,Small,2020,Bookcases & shelving units,Bookcases & shelving units,12-09-2021,$0.00M,10122," 2,043 ","12, rue des Bouchers",,Marseille,Laurence,Lebihan,Lowes,1,Lowes,12-09-2021,Small,September,9,79,Q3,11,32,91.24.4555,13008,S12_3990,3,Q3,New York,Shipped,EMEA,63.84,2020,2020,32
US,Home Depot,Small,2020,Clocks,Clocks,26-10-2020,$0.00M,10135," 1,800 ",5677 Strong St.,,San Rafael,Valarie,Nelson,Home Depot,1,Home Depot,26-10-2020,Small,October,10,79,Q4,8,24,4155551450,97562,S12_3990,4,Q4,Florida,Shipped,NA,75.01,2020,2020,24
US,Menards,Small,2019,Beds,Beds,09-06-2021,$0.00M,10147," 1,341 ",7825 Douglas Av.,,Brickhaven,Allen,Nelson,Menards,1,Menards,09-06-2021,Small,June,6,79,Q2,8,21,6175558555,58339,S12_3990,2,Q2,Florida,Shipped,NA,63.84,2019,2019,21
US,Home Depot,Small,2019,Sofas & armchairs,Sofas & armchairs,29-06-2019,$0.00M,10159," 1,762 ",7734 Strong St.,,San Francisco,Julie,Brown,Home Depot,1,Home Depot,29-06-2019,Small,June,6,79,Q2,3,24,6505551386,,S12_3990,2,Q2,Georgia,Shipped,NA,73.42,2019,2019,24
US,Home Depot,Small,2021,Outdoor furniture,Outdoor furniture,11-09-2020,$0.00M,10169," 2,298 ",201 Miller Street,Level 15,North Sydney,Anna,O'Hara,Home Depot,1,Home Depot,11-09-2020,Small,September,9,79,Q3,3,36,02 9936 8555,2060,S12_3990,3,Q3,Illinois,Shipped,APAC,63.84,2021,2021,36
US,Lowes,Small,2021,Cabinets & cupboards,Cabinets & cupboards,20-04-2019,$0.00M,10181," 1,628 ","Drammen 121, PR 744 Sentrum",,Bergen,Veysel,Oeztan,Lowes,1,Lowes,20-04-2019,Small,April,4,79,Q2,15,20,+47 2267 3215,N 5804,S12_3990,2,Q2,Pennsylvania,Shipped,EMEA,81.4,2021,2021,20
US,Menards,Small,2020,Chests of drawers & drawer units,Chests of drawers & drawer units,22-12-2020,$0.00M,10191," 1,939 ",Mehrheimerstr. 369,,Koln,Henriette,Pfalzheim,Menards,1,Menards,22-12-2020,Small,December,12,79,Q4,4,30,0221-5554327,50739,S12_3990,4,Q4,California,Shipped,EMEA,64.64,2020,2020,30
US,IKEA,Medium,2020,Bookcases & shelving units,Bookcases & shelving units,04-04-2019,$0.00M,10203," 3,652 ","C/ Moralzarzal, 86",,Madrid,Diego,Freyre,IKEA,1,IKEA,04-04-2019,Medium,April,4,79,Q2,9,44,(91) 555 94 44,28034,S12_3990,2,Q2,Pennsylvania,Shipped,EMEA,82.99,2020,2020,44
US,Home Depot,Small,2020,Sofas & armchairs,Sofas & armchairs,10-02-2020,$0.00M,10211," 2,592 ","25, rue Lauriston",,Paris,Dominique,Perrier,Home Depot,1,Home Depot,10-02-2020,Small,February,2,79,Q1,3,28,(1) 47.55.6555,75016,S12_3990,1,Q1,Colorado,Shipped,EMEA,92.57,2020,2020,28
US,Menards,Small,2019,"Sideboards, buffets & console tables","Sideboards, buffets & console tables",17-06-2020,$0.00M,10225," 2,864 ",Grenzacherweg 237,,Gensve,Michael,Holz,Menards,1,Menards,17-06-2020,Small,June,6,79,Q2,10,37,0897-034555,1203,S12_3990,2,Q2,Texas,Shipped,EMEA,77.41,2019,2019,37
US,IKEA,Small,2021,Chests of drawers & drawer units,Chests of drawers & drawer units,21-10-2021,$0.00M,10238," 1,484 ",Vinb'ltet 34,,Kobenhavn,Jytte,Petersen,IKEA,1,IKEA,21-10-2021,Small,October,10,79,Q4,4,20,31 12 3555,1734,S12_3990,4,Q4,California,Shipped,EMEA,74.21,2021,2021,20
US,Home Depot,Small,2020,Trolleys,Trolleys,04-12-2019,$0.00M,10253," 2,254 ",Berkeley Gardens 12  Brewery,,Liverpool,Elizabeth,Devon,Home Depot,1,Home Depot,04-12-2019,Small,December,12,79,Q4,14,25,(171) 555-2282,WX1 6LT,S12_3990,4,Q4,Georgia,Cancelled,EMEA,90.17,2020,2020,25
US,Walmart,Small,2019,"Sideboards, buffets & console tables","Sideboards, buffets & console tables",10-04-2020,$0.00M,10266," 2,681 ",Strada Provinciale 124,,Reggio Emilia,Maurizio,Moroni,Walmart,1,Walmart,10-04-2020,Small,April,4,79,Q2,15,35,0522-556555,42100,S12_3990,2,Q2,Colorado,Shipped,EMEA,76.61,2019,2019,35
US,Menards,Medium,2021,Wardrobes,Wardrobes,16-04-2019,$0.00M,10276," 3,184 ",7635 Spinnaker Dr.,,Brickhaven,Miguel,Barajas,Menards,1,Menards,16-04-2019,Medium,April,4,79,Q2,4,38,6175557555,58339,S12_3990,2,Q2,Pennsylvania,Shipped,NA,83.79,2021,2021,38
US,Menards,Small,2020,Bookcases & shelving units,Bookcases & shelving units,11-07-2019,$0.00M,10287," 2,847 ",Grenzacherweg 237,,Gensve,Michael,Holz,Menards,1,Menards,11-07-2019,Small,July,7,79,Q3,13,41,0897-034555,1203,S12_3990,3,Q3,California,Shipped,EMEA,69.43,2020,2020,41
US,Home Depot,Small,2020,Bar furniture,Bar furniture,21-12-2019,$0.00M,10300," 1,685 ",Lyonerstr. 34,,Frankfurt,Roland,Keitel,Home Depot,1,Home Depot,21-12-2019,Small,December,12,79,Q4,6,22,+49 69 66 90 2555,60528,S12_3990,4,Q4,New York,Shipped,EMEA,76.61,2020,2020,22
US,Walmart,Medium,2019,Room dividers,Room dividers,15-06-2019,$0.00M,10310," 3,989 ",Mehrheimerstr. 369,,Koln,Henriette,Pfalzheim,Walmart,1,Walmart,15-06-2019,Medium,June,6,79,Q2,11,49,0221-5554327,50739,S12_3990,2,Q2,Colorado,Shipped,EMEA,81.4,2019,2019,49
US,Lowes,Small,2019,Sofas & armchairs,Sofas & armchairs,10-06-2021,$0.00M,10320," 2,790 ",Berguvsv„gen  8,,Lule,Christina,Berglund,Lowes,1,Lowes,10-06-2021,Small,June,6,79,Q2,4,38,0921-12 3555,S-958 22,S12_3990,2,Q2,Colorado,Shipped,EMEA,73.42,2019,2019,38
US,IKEA,Medium,2021,Chests of drawers & drawer units,Chests of drawers & drawer units,01-10-2019,$0.00M,10329," 3,300 ",897 Long Airport Avenue,,NYC,Kwai,Yu,IKEA,1,IKEA,01-10-2019,Medium,October,10,79,Q4,14,33,2125557818,10022,S12_3990,4,Q4,Florida,Shipped,NA,100,2021,2021,33
US,Home Depot,Medium,2020,Tables & desks,Tables & desks,18-03-2020,$0.00M,10341," 3,368 ",Geislweg 14,,Salzburg,Georg,Pipps,Home Depot,1,Home Depot,18-03-2020,Medium,March,3,79,Q1,10,36,6562-9555,5020,S12_3990,1,Q1,Massachusetts,Shipped,EMEA,93.56,2020,2020,36
US,Walmart,Small,2021,Chairs,Chairs,10-08-2020,$0.00M,10363," 2,775 ","Software Engineering Center, SEC Oy",,Espoo,Kalle,Suominen,Walmart,1,Walmart,10-08-2020,Small,August,8,79,Q3,5,34,+358 9 8045 555,FIN-02271,S12_3990,3,Q3,Washington,Shipped,EMEA,81.62,2021,2021,34
US,IKEA,Small,2020,Bookcases & shelving units,Bookcases & shelving units,04-02-2020,$0.00M,10377," 1,628 ",Keskuskatu 45,,Helsinki,Matti,Karttunen,IKEA,1,IKEA,04-02-2020,Small,February,2,79,Q1,5,24,90-224 8555,21240,S12_3990,1,Q1,Massachusetts,Shipped,EMEA,67.83,2020,2020,24
US,IKEA,Small,2020,Bookcases & shelving units,Bookcases & shelving units,21-05-2020,$0.00M,10389," 2,529 ",?kergatan 24,,Boras,Maria,Larsson,IKEA,1,IKEA,21-05-2020,Small,May,5,79,Q2,7,36,0695-34 6555,S-844 67,S12_3990,2,Q2,Illinois,Shipped,EMEA,70.26,2020,2020,36
US,Home Depot,Medium,2019,Bar furniture,Bar furniture,06-05-2020,$0.00M,10419," 3,066 ",Geislweg 14,,Salzburg,Georg,Pipps,Home Depot,1,Home Depot,06-05-2020,Medium,May,5,79,Q2,14,34,6562-9555,5020,S12_3990,2,Q2,Pennsylvania,Shipped,EMEA,90.17,2019,2019,34
US,Menards,Medium,2020,Cafe furniture,Cafe furniture,08-04-2019,$0.00M,10104," 4,100 ","C/ Moralzarzal, 86",,Madrid,Diego,Freyre,Menards,1,Menards,08-04-2019,Medium,April,4,118,Q2,9,41,(91) 555 94 44,28034,S12_4473,2,Q2,Arizona,Shipped,EMEA,100,2020,2020,41
US,IKEA,Medium,2019,Cafe furniture,Cafe furniture,29-11-2021,$0.01M,10115," 4,600 ",5905 Pompton St.,Suite 750,NYC,Maria,Hernandez,IKEA,1,IKEA,29-11-2021,Medium,November,11,118,Q4,5,46,2125558493,10022,S12_4473,4,Q4,New York,Shipped,NA,100,2019,2019,46
US,Home Depot,Small,2019,Room dividers,Room dividers,02-06-2019,$0.00M,10127," 2,400 ",4092 Furth Circle,Suite 400,NYC,Jeff,Young,Home Depot,1,Home Depot,02-06-2019,Small,June,6,118,Q2,11,24,2125557413,10022,S12_4473,2,Q2,California,Shipped,NA,100,2019,2019,24
US,Lowes,Small,2021,Chairs,Chairs,26-06-2019,$0.00M,10141," 2,100 ","Software Engineering Center, SEC Oy",,Espoo,Kalle,Suominen,Lowes,1,Lowes,26-06-2019,Small,June,6,118,Q2,5,21,+358 9 8045 555,FIN-02271,S12_4473,2,Q2,Illinois,Shipped,EMEA,100,2021,2021,21
US,Menards,Medium,2019,Room dividers,Room dividers,06-08-2019,$0.00M,10151," 2,400 ",Torikatu 38,,Oulu,Pirkko,Koskitalo,Menards,1,Menards,06-08-2019,Medium,August,8,118,Q3,3,24,981-443655,90110,S12_4473,3,Q3,Texas,Shipped,EMEA,100,2019,2019,24
US,Walmart,Medium,2021,Nursery furniture,Nursery furniture,17-12-2020,$0.01M,10165," 4,800 ","Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,Singapore,Eric,Natividad,Walmart,1,Walmart,17-12-2020,Medium,December,12,118,Q4,12,48,+65 221 7555,79903,S12_4473,4,Q4,New Jersey,Shipped,Japan,100,2021,2021,48
US,Walmart,Medium,2021,Trolleys,Trolleys,17-03-2021,$0.00M,10175," 2,600 ",35 King George,,London,Ann,Brown,Walmart,1,Walmart,17-03-2021,Medium,March,3,118,Q1,1,26,(171) 555-0297,WX3 6FW,S12_4473,1,Q1,Arizona,Shipped,EMEA,100,2021,2021,26
US,Lowes,Medium,2021,"Sideboards, buffets & console tables","Sideboards, buffets & console tables",15-07-2021,$0.00M,10184," 3,700 ","C/ Romero, 33",,Sevilla,Jose Pedro,Roel,Lowes,1,Lowes,15-07-2021,Medium,July,7,118,Q3,6,37,(95) 555 82 82,41101,S12_4473,3,Q3,New York,Shipped,EMEA,100,2021,2021,37
US,Walmart,Medium,2020,"Sideboards, buffets & console tables","Sideboards, buffets & console tables",20-02-2020,$0.01M,10195," 4,900 ",3758 North Pendale Street,,White Plains,Steve,Frick,Walmart,1,Walmart,20-02-2020,Medium,February,2,118,Q1,6,49,9145554562,24067,S12_4473,1,Q1,New Jersey,Shipped,NA,100,2020,2020,49
US,Menards,Medium,2020,Tables & desks,Tables & desks,08-08-2020,$0.00M,10207," 3,384 ",6251 Ingle Ln.,,Boston,Valarie,Franco,Menards,1,Menards,08-08-2020,Medium,August,8,118,Q3,7,34,6175552555,51003,S12_4473,3,Q3,California,Shipped,NA,99.54,2020,2020,34
US,Walmart,Medium,2021,Bookcases & shelving units,Bookcases & shelving units,23-04-2019,$0.00M,10219," 4,800 ",2793 Furth Circle,,Brisbane,Sue,Taylor,Walmart,1,Walmart,23-04-2019,Medium,April,4,118,Q2,2,48,4155554312,94217,S12_4473,2,Q2,California,Shipped,NA,100,2021,2021,48
US,Home Depot,Medium,2021,Bar furniture,Bar furniture,19-08-2021,$0.00M,10229," 3,600 ",5677 Strong St.,,San Rafael,Valarie,Nelson,Home Depot,1,Home Depot,19-08-2021,Medium,August,8,118,Q3,1,36,4155551450,97562,S12_4473,3,Q3,Illinois,Shipped,NA,100,2021,2021,36
US,Walmart,Medium,2020,Outdoor furniture,Outdoor furniture,05-06-2019,$0.01M,10246," 4,600 ","C/ Moralzarzal, 86",,Madrid,Diego,Freyre,Walmart,1,Walmart,05-06-2019,Medium,June,6,118,Q2,5,46,(91) 555 94 44,28034,S12_4473,2,Q2,Texas,Shipped,EMEA,100,2020,2020,46
US,Lowes,Medium,2021,Bookcases & shelving units,Bookcases & shelving units,23-05-2020,$0.01M,10259," 4,600 ",Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,Wendy,Victorino,Lowes,1,Lowes,23-05-2020,Medium,May,5,118,Q2,4,46,+65 224 1555,69045,S12_4473,2,Q2,Illinois,Shipped,APAC,100,2021,2021,46
US,Home Depot,Medium,2021,Sofas & armchairs,Sofas & armchairs,01-05-2020,$0.00M,10271," 3,012 ",5677 Strong St.,,San Rafael,Valarie,Nelson,Home Depot,1,Home Depot,01-05-2020,Medium,May,5,118,Q2,5,31,4155551450,97562,S12_4473,2,Q2,California,Shipped,NA,97.17,2021,2021,31
US,IKEA,Medium,2019,Chests of drawers & drawer units,Chests of drawers & drawer units,17-03-2021,$0.01M,10281," 4,100 ",7586 Pompton St.,,Allentown,Kyung,Yu,IKEA,1,IKEA,17-03-2021,Medium,March,3,118,Q1,1,41,2155551555,70267,S12_4473,1,Q1,Georgia,Shipped,NA,100,2019,2019,41
US,Menards,Small,2021,"Sideboards, buffets & console tables","Sideboards, buffets & console tables",17-02-2019,$0.00M,10292," 2,100 ",897 Long Airport Avenue,,NYC,Kwai,Yu,Menards,1,Menards,17-02-2019,Small,February,2,118,Q1,8,21,2125557818,10022,S12_4473,1,Q1,New York,Shipped,NA,100,2021,2021,21
US,Walmart,Medium,2021,Nursery furniture,Nursery furniture,18-08-2021,$0.00M,10305," 3,800 ",39323 Spinnaker Dr.,,Cambridge,Marta,Hernandez,Walmart,1,Walmart,18-08-2021,Medium,August,8,118,Q3,5,38,6175558555,51247,S12_4473,3,Q3,Illinois,Shipped,NA,100,2021,2021,38
US,Menards,Medium,2021,Sofas & armchairs,Sofas & armchairs,26-02-2021,$0.01M,10314," 4,500 ",Smagsloget 45,,Aaarhus,Palle,Ibsen,Menards,1,Menards,26-02-2021,Medium,February,2,118,Q1,14,45,86 21 3555,8200,S12_4473,1,Q1,Pennsylvania,Shipped,EMEA,100,2021,2021,45
US,IKEA,Small,2019,TV & media furniture,TV & media furniture,12-02-2019,$0.00M,10324," 1,518 ",2678 Kingston Rd.,Suite 101,NYC,Michael,Frick,IKEA,1,IKEA,12-02-2019,Small,February,2,118,Q1,7,26,2125551500,10022,S12_4473,1,Q1,Texas,Shipped,NA,58.38,2019,2019,26
US,Lowes,Medium,2021,Chests of drawers & drawer units,Chests of drawers & drawer units,23-03-2021,$0.01M,10336," 3,800 ","265, boulevard Charonne",,Paris,Marie,Bertrand,Lowes,1,Lowes,23-03-2021,Medium,March,3,118,Q1,3,38,(1) 42.34.2555,75012,S12_4473,1,Q1,Florida,Shipped,EMEA,100,2021,2021,38
US,Lowes,Medium,2021,Room dividers,Room dividers,15-06-2020,$0.01M,10349," 4,800 ",4092 Furth Circle,Suite 400,NYC,Jeff,Young,Lowes,1,Lowes,15-06-2020,Medium,June,6,118,Q2,9,48,2125557413,10022,S12_4473,2,Q2,Pennsylvania,Shipped,NA,100,2021,2021,48
US,Menards,Small,2020,Nursery furniture,Nursery furniture,02-12-2021,$0.00M,10358," 2,695 ","C/ Moralzarzal, 86",,Madrid,Diego,Freyre,Menards,1,Menards,02-12-2021,Small,December,12,118,Q4,9,42,(91) 555 94 44,28034,S12_4473,4,Q4,Texas,Shipped,EMEA,64.16,2020,2020,42
US,IKEA,Small,2021,Bar furniture,Bar furniture,14-06-2021,$0.00M,10371," 1,750 ",5677 Strong St.,,San Rafael,Valarie,Nelson,IKEA,1,IKEA,14-06-2021,Small,June,6,118,Q2,4,49,4155551450,97562,S12_4473,2,Q2,Illinois,Shipped,NA,35.71,2021,2021,49
US,Lowes,Small,2020,Cafe furniture,Cafe furniture,06-09-2021,$0.00M,10382," 2,131 ",5677 Strong St.,,San Rafael,Valarie,Nelson,Lowes,1,Lowes,06-09-2021,Small,September,9,118,Q3,13,32,4155551450,97562,S12_4473,3,Q3,Arizona,Shipped,NA,66.58,2020,2020,32
US,Menards,Medium,2019,Cafe furniture,Cafe furniture,15-07-2020,$0.01M,10412," 5,400 ","C/ Moralzarzal, 86",,Madrid,Diego,Freyre,Menards,1,Menards,15-07-2020,Medium,July,7,118,Q3,5,54,(91) 555 94 44,28034,S12_4473,3,Q3,Georgia,Shipped,EMEA,100,2019,2019,54
US,Lowes,Medium,2019,Wardrobes,Wardrobes,06-09-2021,$0.00M,10425," 3,300 ","67, rue des Cinquante Otages",,Nantes,Janine,Labrune,Lowes,1,Lowes,06-09-2021,Medium,September,9,118,Q3,4,33,40.67.8555,44000,S12_4473,3,Q3,Texas,In Process,EMEA,100,2019,2019,33
US,Lowes,Medium,2019,Nursery furniture,Nursery furniture,21-08-2021,$0.00M,10108," 3,600 ",15 McCallum Street - NatWest Center #13-03,,Makati City,Arnold,Cruz,Lowes,1,Lowes,21-08-2021,Medium,August,8,115,Q3,3,36,+63 2 555 3587,1227 MM,S12_4675,3,Q3,New York,Shipped,Japan,100,2019,2019,36
US,Walmart,Small,2020,Trolleys,Trolleys,21-07-2019,$0.00M,10122," 2,000 ","12, rue des Bouchers",,Marseille,Laurence,Lebihan,Walmart,1,Walmart,21-07-2019,Small,July,7,115,Q3,7,20,91.24.4555,13008,S12_4675,3,Q3,Washington,Shipped,EMEA,100,2020,2020,20
US,Home Depot,Small,2019,Cabinets & cupboards,Cabinets & cupboards,27-04-2021,$0.00M,10135," 2,839 ",5677 Strong St.,,San Rafael,Valarie,Nelson,Home Depot,1,Home Depot,27-04-2021,Small,April,4,115,Q2,4,29,4155551450,97562,S12_4675,2,Q2,Texas,Shipped,NA,97.89,2019,2019,29
US,Walmart,Medium,2019,Beds,Beds,29-08-2021,$0.00M,10147," 3,230 ",7825 Douglas Av.,,Brickhaven,Allen,Nelson,Walmart,1,Walmart,29-08-2021,Medium,August,8,115,Q3,4,33,6175558555,58339,S12_4675,3,Q3,Pennsylvania,Shipped,NA,97.89,2019,2019,33
US,Home Depot,Medium,2020,Clocks,Clocks,26-05-2021,$0.01M,10160," 5,000 ",6047 Douglas Av.,,Los Angeles,Michael,Chandler,Home Depot,1,Home Depot,26-05-2021,Medium,May,5,115,Q2,5,50,2155554369,,S12_4675,2,Q2,California,Shipped,NA,100,2020,2020,50
US,Menards,Medium,2020,Chairs,Chairs,08-12-2020,$0.00M,10170," 4,100 ",Kirchgasse 6,,Graz,Roland,Mendel,Menards,1,Menards,08-12-2020,Medium,December,12,115,Q4,3,41,7675-3555,8010,S12_4675,4,Q4,New Jersey,Shipped,EMEA,100,2020,2020,41
US,Home Depot,Medium,2020,TV & media furniture,TV & media furniture,18-06-2020,$0.00M,10181," 3,600 ","Drammen 121, PR 744 Sentrum",,Bergen,Veysel,Oeztan,Home Depot,1,Home Depot,18-06-2020,Medium,June,6,115,Q2,11,36,+47 2267 3215,N 5804,S12_4675,2,Q2,Texas,Shipped,EMEA,100,2020,2020,36
US,Lowes,Medium,2021,Room dividers,Room dividers,13-04-2020,$0.00M,10192," 2,700 ",2304 Long Airport Avenue,,Nashua,Valarie,Young,Lowes,1,Lowes,13-04-2020,Medium,April,4,115,Q2,16,27,6035558647,62005,S12_4675,2,Q2,Illinois,Shipped,NA,100,2021,2021,27
US,Walmart,Medium,2020,Clocks,Clocks,26-09-2019,$0.01M,10203," 4,700 ","C/ Moralzarzal, 86",,Madrid,Diego,Freyre,Walmart,1,Walmart,26-09-2019,Medium,September,9,115,Q3,5,47,(91) 555 94 44,28034,S12_4675,3,Q3,New Jersey,Shipped,EMEA,100,2020,2020,47
US,Walmart,Medium,2020,Beds,Beds,28-09-2020,$0.00M,10212," 3,300 ","C/ Moralzarzal, 86",,Madrid,Diego,Freyre,Walmart,1,Walmart,28-09-2020,Medium,September,9,115,Q3,15,33,(91) 555 94 44,28034,S12_4675,3,Q3,New Jersey,Shipped,EMEA,100,2020,2020,33
US,Lowes,Small,2021,Nursery furniture,Nursery furniture,03-03-2020,$0.00M,10225," 2,100 ",Grenzacherweg 237,,Gensve,Michael,Holz,Lowes,1,Lowes,03-03-2020,Small,March,3,115,Q1,6,21,0897-034555,1203,S12_4675,1,Q1,California,Shipped,EMEA,100,2021,2021,21
US,Home Depot,Small,2021,TV & media furniture,TV & media furniture,07-05-2020,$0.00M,10239," 1,959 ",Torikatu 38,,Oulu,Pirkko,Koskitalo,Home Depot,1,Home Depot,07-05-2020,Small,May,5,115,Q2,5,21,981-443655,90110,S12_4675,2,Q2,Georgia,Shipped,EMEA,93.28,2021,2021,21
US,IKEA,Medium,2019,Clocks,Clocks,03-12-2020,$0.00M,10253," 4,100 ",Berkeley Gardens 12  Brewery,,Liverpool,Elizabeth,Devon,IKEA,1,IKEA,03-12-2020,Medium,December,12,115,Q4,10,41,(171) 555-2282,WX1 6LT,S12_4675,4,Q4,Arizona,Cancelled,EMEA,100,2019,2019,41
US,IKEA,Medium,2019,Clocks,Clocks,01-10-2019,$0.00M,10266," 4,000 ",Strada Provinciale 124,,Reggio Emilia,Maurizio,Moroni,IKEA,1,IKEA,01-10-2019,Medium,October,10,115,Q4,11,40,0522-556555,42100,S12_4675,4,Q4,Florida,Shipped,EMEA,100,2019,2019,40
US,Home Depot,Medium,2019,Wardrobes,Wardrobes,26-07-2021,$0.00M,10277," 2,800 ","Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,Singapore,Eric,Natividad,Home Depot,1,Home Depot,26-07-2021,Medium,July,7,115,Q3,1,28,+65 221 7555,79903,S12_4675,3,Q3,Illinois,Shipped,Japan,100,2019,2019,28
US,Lowes,Small,2021,Bar furniture,Bar furniture,21-04-2019,$0.00M,10287," 2,300 ",Grenzacherweg 237,,Gensve,Michael,Holz,Lowes,1,Lowes,21-04-2019,Small,April,4,115,Q2,9,23,0897-034555,1203,S12_4675,2,Q2,Pennsylvania,Shipped,EMEA,100,2021,2021,23
US,Walmart,Small,2019,Bookcases & shelving units,Bookcases & shelving units,11-11-2021,$0.00M,10300," 2,300 ",Lyonerstr. 34,,Frankfurt,Roland,Keitel,Walmart,1,Walmart,11-11-2021,Small,November,11,115,Q4,2,23,+49 69 66 90 2555,60528,S12_4675,4,Q4,Colorado,Shipped,EMEA,100,2019,2019,23
US,Menards,Small,2019,Children's furniture,Children's furniture,07-04-2021,$0.00M,10310," 2,500 ",Mehrheimerstr. 369,,Koln,Henriette,Pfalzheim,Menards,1,Menards,07-04-2021,Small,April,4,115,Q2,7,25,0221-5554327,50739,S12_4675,2,Q2,Washington,Shipped,EMEA,100,2019,2019,25
US,Lowes,Small,2020,Nursery furniture,Nursery furniture,06-06-2019,$0.00M,10321," 2,400 ",1785 First Street,,New Bedford,Violeta,Benitez,Lowes,1,Lowes,06-06-2019,Small,June,6,115,Q2,15,24,5085552555,50553,S12_4675,2,Q2,Washington,Shipped,NA,100,2020,2020,24
US,Home Depot,Small,2020,Outdoor furniture,Outdoor furniture,08-04-2020,$0.00M,10329," 2,525 ",897 Long Airport Avenue,,NYC,Kwai,Yu,Home Depot,1,Home Depot,08-04-2020,Small,April,4,115,Q2,15,39,2125557818,10022,S12_4675,2,Q2,Arizona,Shipped,NA,64.74,2020,2020,39
US,IKEA,Medium,2021,Children's furniture,Children's furniture,27-11-2019,$0.00M,10341," 4,136 ",Geislweg 14,,Salzburg,Georg,Pipps,IKEA,1,IKEA,27-11-2019,Medium,November,11,115,Q4,7,55,6562-9555,5020,S12_4675,4,Q4,Texas,Shipped,EMEA,75.2,2021,2021,55
US,Lowes,Medium,2020,Clocks,Clocks,16-09-2019,$0.00M,10363," 4,069 ","Software Engineering Center, SEC Oy",,Espoo,Kalle,Suominen,Lowes,1,Lowes,16-09-2019,Medium,September,9,115,Q3,6,46,+358 9 8045 555,FIN-02271,S12_4675,3,Q3,Massachusetts,Shipped,EMEA,88.45,2020,2020,46
US,Menards,Medium,2019,Tables & desks,Tables & desks,24-07-2019,$0.01M,10377," 5,000 ",Keskuskatu 45,,Helsinki,Matti,Karttunen,Menards,1,Menards,24-07-2019,Medium,July,7,115,Q3,1,50,90-224 8555,21240,S12_4675,3,Q3,Massachusetts,Shipped,EMEA,100,2019,2019,50
US,Lowes,Medium,2020,Outdoor furniture,Outdoor furniture,28-09-2020,$0.01M,10389," 4,700 ",?kergatan 24,,Boras,Maria,Larsson,Lowes,1,Lowes,28-09-2020,Medium,September,9,115,Q3,8,47,0695-34 6555,S-844 67,S12_4675,3,Q3,Colorado,Shipped,EMEA,100,2020,2020,47
US,Home Depot,Large,2019,Cabinets & cupboards,Cabinets & cupboards,03-04-2020,$0.01M,10405," 9,048 ","24, place Kluber",,Strasbourg,Frederique,Citeaux,Home Depot,1,Home Depot,03-04-2020,Large,April,4,115,Q2,5,97,88.60.1555,67000,S12_4675,2,Q2,Illinois,Shipped,EMEA,93.28,2019,2019,97
US,Walmart,Medium,2021,Room dividers,Room dividers,17-05-2019,$0.00M,10419," 3,200 ",Geislweg 14,,Salzburg,Georg,Pipps,Walmart,1,Walmart,17-05-2019,Medium,May,5,115,Q2,10,32,6562-9555,5020,S12_4675,2,Q2,Georgia,Shipped,EMEA,100,2021,2021,32
US,Menards,Medium,2019,Wardrobes,Wardrobes,29-10-2019,$0.00M,10103," 3,500 ",Erling Skakkes gate 78,,Stavern,Jonas,Bergulfsen,Menards,1,Menards,29-10-2019,Medium,October,10,116,Q4,10,35,07-98 9555,4110,S18_1097,4,Q4,Arizona,Shipped,EMEA,100,2019,2019,35
US,Home Depot,Medium,2020,Beds,Beds,17-05-2019,$0.00M,10113," 4,900 ",5677 Strong St.,,San Rafael,Valarie,Nelson,Home Depot,1,Home Depot,17-05-2019,Medium,May,5,116,Q2,4,49,4155551450,97562,S18_1097,2,Q2,Illinois,Shipped,NA,100,2020,2020,49
US,Home Depot,Medium,2019,Chests of drawers & drawer units,Chests of drawers & drawer units,03-07-2019,$0.00M,10126," 3,800 ","C/ Araquil, 67",,Madrid,Mart¡n,Sommer,Home Depot,1,Home Depot,03-07-2019,Medium,July,7,116,Q3,10,38,(91) 555 22 82,28023,S18_1097,3,Q3,Georgia,Shipped,EMEA,100,2019,2019,38
